,Visiting: Win,Home: Win
4945,False,True
316,True,False
24405,False,True
42668,True,False
55394,False,True
10830,True,False
65200,False,True
69723,True,False
60751,False,True
76668,True,False
73641,False,True
1759,True,False
44325,False,True
77786,True,False
25606,False,True
17121,True,False
39638,False,True
35404,True,False
1928,False,True
48275,True,False
36711,False,True
418,True,False
10785,False,True
44016,True,False
31327,False,True
64187,True,False
70989,False,True
852,True,False
37176,False,True
5700,True,False
32167,False,True
41840,True,False
78485,False,True
49393,True,False
28095,False,True
26195,True,False
31685,False,True
38884,True,False
70109,False,True
27137,True,False
57323,False,True
69819,True,False
48542,False,True
55254,True,False
10352,False,True
5768,True,False
23453,False,True
35628,True,False
59975,False,True
56400,True,False
43004,False,True
79557,True,False
23891,False,True
59180,True,False
40494,False,True
27084,True,False
27324,False,True
54426,True,False
34635,False,True
48672,True,False
80966,False,True
6840,True,False
65003,False,True
47416,True,False
15335,False,True
23194,True,False
75924,False,True
66638,True,False
67471,False,True
23087,True,False
68929,False,True
56644,True,False
77093,False,True
22688,True,False
28540,False,True
3819,True,False
28625,False,True
26759,True,False
47066,False,True
66895,True,False
73537,False,True
17314,True,False
2274,False,True
41254,True,False
52144,False,True
72578,True,False
53137,False,True
3169,True,False
51790,False,True
52835,True,False
42876,False,True
16695,True,False
4506,False,True
34685,True,False
36133,False,True
3411,True,False
35257,False,True
49073,True,False
79216,False,True
68997,True,False
45955,False,True
52126,True,False
35639,False,True
15678,True,False
28514,False,True
74519,True,False
77729,False,True
80877,True,False
20094,False,True
822,True,False
76341,False,True
6590,True,False
32878,False,True
73415,True,False
39611,False,True
18124,True,False
58493,False,True
14598,True,False
33263,False,True
79998,True,False
64755,False,True
74756,True,False
15307,False,True
5970,True,False
33614,False,True
47000,True,False
25095,False,True
62150,True,False
22431,False,True
16240,True,False
19224,False,True
40262,True,False
22667,False,True
29546,True,False
16567,False,True
43348,True,False
78202,False,True
66354,True,False
38182,False,True
48587,True,False
71130,False,True
76839,True,False
79684,False,True
51026,True,False
23314,False,True
64861,True,False
78223,False,True
42018,True,False
52804,False,True
20747,True,False
16349,False,True
65967,True,False
21976,False,True
33493,True,False
3032,False,True
58728,True,False
63433,False,True
9135,True,False
72533,False,True
43043,True,False
51791,False,True
29288,True,False
80368,False,True
60721,True,False
33466,False,True
8420,True,False
19307,False,True
3231,True,False
73045,False,True
31167,True,False
55458,False,True
33176,True,False
41812,False,True
74692,True,False
66375,False,True
70169,True,False
56128,False,True
55846,True,False
58887,False,True
69817,True,False
61788,False,True
54990,True,False
36555,False,True
37204,True,False
74767,False,True
54243,True,False
28349,False,True
71027,True,False
33636,False,True
65922,True,False
64290,False,True
9369,True,False
6246,False,True
16973,True,False
29087,False,True
27538,True,False
42714,False,True
30051,True,False
28866,False,True
5364,True,False
44706,False,True
4182,True,False
78329,False,True
2120,True,False
4160,False,True
18787,True,False
3225,False,True
77732,True,False
9321,False,True
12652,True,False
43493,False,True
48238,True,False
3822,False,True
11850,True,False
22122,False,True
54706,True,False
1468,False,True
56681,True,False
69961,False,True
35666,True,False
30783,False,True
51481,True,False
1871,False,True
30007,True,False
34213,False,True
72053,True,False
34290,False,True
40736,True,False
70142,False,True
79887,True,False
12987,False,True
1654,True,False
24125,False,True
4597,True,False
2387,False,True
15572,True,False
12247,False,True
76909,True,False
788,False,True
75931,True,False
3997,False,True
4021,True,False
65307,False,True
62623,True,False
41469,False,True
28022,True,False
58530,False,True
62009,True,False
28013,False,True
43519,True,False
1550,False,True
33910,True,False
68228,False,True
45075,True,False
66264,False,True
71925,True,False
42489,False,True
27234,True,False
44447,False,True
19667,True,False
23866,False,True
70686,True,False
45481,False,True
78058,True,False
42213,False,True
74941,True,False
66825,False,True
9863,True,False
9292,False,True
65373,True,False
65707,False,True
14070,True,False
60919,False,True
31187,True,False
9572,False,True
50748,True,False
55663,False,True
41337,True,False
72041,False,True
70009,True,False
51996,False,True
69376,True,False
63096,False,True
8859,True,False
34182,False,True
49450,True,False
14998,False,True
6036,True,False
44569,False,True
70133,True,False
14644,False,True
70061,True,False
25556,False,True
58316,True,False
29819,False,True
8919,True,False
40055,False,True
29000,True,False
24267,False,True
67386,True,False
28161,False,True
53289,True,False
55499,False,True
77866,True,False
45368,False,True
72225,True,False
60326,False,True
62858,True,False
44710,False,True
62535,True,False
75956,False,True
26309,True,False
27924,False,True
1280,True,False
48344,False,True
47585,True,False
55145,False,True
7680,True,False
52781,False,True
2903,True,False
45987,False,True
1137,True,False
4706,False,True
38973,True,False
72524,False,True
59410,True,False
21570,False,True
62297,True,False
24500,False,True
59550,True,False
28427,False,True
57790,True,False
9847,False,True
40006,True,False
62946,False,True
27174,True,False
76224,False,True
80767,True,False
9169,False,True
49653,True,False
46715,False,True
60280,True,False
55583,False,True
19363,True,False
75383,False,True
26891,True,False
77022,False,True
29089,True,False
60644,False,True
42594,True,False
22440,False,True
14564,True,False
75974,False,True
76265,True,False
56790,False,True
13743,True,False
54369,False,True
57947,True,False
47616,False,True
51910,True,False
31656,False,True
72482,True,False
68397,False,True
74829,True,False
32739,False,True
19814,True,False
38545,False,True
4827,True,False
69170,False,True
24513,True,False
11879,False,True
58766,True,False
76753,False,True
44294,True,False
29800,False,True
16937,True,False
14700,False,True
9703,True,False
59966,False,True
81470,True,False
30507,False,True
70150,True,False
22798,False,True
51074,True,False
50777,False,True
12537,True,False
73934,False,True
12651,True,False
27629,False,True
16131,True,False
79300,False,True
37760,True,False
80164,False,True
53174,True,False
43935,False,True
12909,True,False
9359,False,True
55733,True,False
15854,False,True
69742,True,False
34275,False,True
59361,True,False
55676,False,True
66023,True,False
77448,False,True
16083,True,False
80975,False,True
30303,True,False
58971,False,True
24030,True,False
27340,False,True
15044,True,False
75560,False,True
6714,True,False
33735,False,True
31622,True,False
77348,False,True
74823,True,False
57149,False,True
70991,True,False
40640,False,True
55301,True,False
6724,False,True
7099,True,False
29170,False,True
52033,True,False
75052,False,True
40265,True,False
73694,False,True
32104,True,False
52057,False,True
50566,True,False
59377,False,True
71743,True,False
39384,False,True
20192,True,False
73256,False,True
23925,True,False
61405,False,True
30055,True,False
22931,False,True
48553,True,False
38671,False,True
72966,True,False
50802,False,True
44958,True,False
74717,False,True
69070,True,False
18433,False,True
49636,True,False
79580,False,True
62649,True,False
57766,False,True
13142,True,False
56173,False,True
46312,True,False
25753,False,True
76685,True,False
78653,False,True
72546,True,False
20877,False,True
41467,True,False
77819,False,True
19323,True,False
74773,False,True
80869,True,False
60698,False,True
61536,True,False
61068,False,True
41160,True,False
28114,False,True
77267,True,False
43076,False,True
73753,True,False
38219,False,True
45566,True,False
61722,False,True
35512,True,False
69495,False,True
80513,True,False
60963,False,True
52979,True,False
35194,False,True
3550,True,False
25159,False,True
73558,True,False
56427,False,True
13638,True,False
11536,False,True
58920,True,False
56324,False,True
4546,True,False
39826,False,True
3241,True,False
49324,False,True
17118,True,False
79965,False,True
78814,True,False
62759,False,True
19443,True,False
21216,False,True
28940,True,False
2790,False,True
11127,True,False
33482,False,True
17006,True,False
57094,False,True
67293,True,False
6285,False,True
49425,True,False
10153,False,True
61028,True,False
72636,False,True
66629,True,False
61078,False,True
42677,True,False
19136,False,True
57037,True,False
75149,False,True
26425,True,False
43859,False,True
28581,True,False
9299,False,True
76235,True,False
54538,False,True
290,True,False
7935,False,True
56804,True,False
17317,False,True
19049,True,False
39896,False,True
40702,True,False
77545,False,True
47989,True,False
38970,False,True
64993,True,False
68204,False,True
42734,True,False
13809,False,True
78459,True,False
72412,False,True
45485,True,False
80146,False,True
68633,True,False
41422,False,True
73490,True,False
39967,False,True
25534,True,False
14456,False,True
19303,True,False
34535,False,True
63964,True,False
29592,False,True
61057,True,False
1953,False,True
80101,True,False
60513,False,True
34064,True,False
20991,False,True
7594,True,False
50189,False,True
15608,True,False
37361,False,True
73007,True,False
30788,False,True
9069,True,False
80194,False,True
53573,True,False
29683,False,True
64229,True,False
17147,False,True
53551,True,False
41560,False,True
63473,True,False
31741,False,True
24947,True,False
13815,False,True
12790,True,False
43398,False,True
39565,True,False
43573,False,True
48705,True,False
52422,False,True
49600,True,False
30347,False,True
46637,True,False
77541,False,True
79194,True,False
7943,False,True
40942,True,False
59387,False,True
73373,True,False
10897,False,True
72122,True,False
43321,False,True
26875,True,False
73247,False,True
66166,True,False
73131,False,True
52289,True,False
4636,False,True
10644,True,False
16807,False,True
71184,True,False
14804,False,True
5358,True,False
16270,False,True
41110,True,False
65648,False,True
45808,True,False
67100,False,True
24515,True,False
71864,False,True
40801,True,False
8509,False,True
6387,True,False
9558,False,True
75646,True,False
68254,False,True
15502,True,False
51220,False,True
32967,True,False
61123,False,True
28673,True,False
34791,False,True
77439,True,False
47779,False,True
9573,True,False
48961,False,True
11578,True,False
46463,False,True
22412,True,False
31602,False,True
58620,True,False
53527,False,True
55414,True,False
46900,False,True
48674,True,False
64804,False,True
66383,True,False
69741,False,True
46175,True,False
59243,False,True
62700,True,False
1733,False,True
7165,True,False
33903,False,True
52637,True,False
74851,False,True
42083,True,False
76157,False,True
14422,True,False
49359,False,True
38105,True,False
79081,False,True
45742,True,False
70359,False,True
54827,True,False
50179,False,True
54513,True,False
48559,False,True
26798,True,False
79879,False,True
15633,True,False
11055,False,True
35247,True,False
50631,False,True
45360,True,False
37017,False,True
34689,True,False
12220,False,True
75843,True,False
239,False,True
48552,True,False
77934,False,True
4031,True,False
30695,False,True
23437,True,False
48609,False,True
62063,True,False
41429,False,True
4058,True,False
78557,False,True
23996,True,False
36771,False,True
69263,True,False
60030,False,True
77002,True,False
6654,False,True
54109,True,False
79953,False,True
14286,True,False
62971,False,True
62695,True,False
2365,False,True
54536,True,False
25128,False,True
62564,True,False
51492,False,True
61126,True,False
6124,False,True
62511,True,False
80879,False,True
32719,True,False
57622,False,True
51387,True,False
9487,False,True
17743,True,False
9267,False,True
2663,True,False
1416,False,True
47425,True,False
15759,False,True
29814,True,False
39069,False,True
57280,True,False
44359,False,True
36385,True,False
54560,False,True
18587,True,False
43130,False,True
60153,True,False
5765,False,True
25039,True,False
64289,False,True
73079,True,False
68474,False,True
74670,True,False
9036,False,True
38285,True,False
21124,False,True
74385,True,False
25635,False,True
12717,True,False
43685,False,True
26728,True,False
54678,False,True
57461,True,False
12402,False,True
35589,True,False
6721,False,True
71332,True,False
59864,False,True
34899,True,False
45381,False,True
68475,True,False
78460,False,True
48372,True,False
32142,False,True
80441,True,False
25970,False,True
17756,True,False
190,False,True
38763,True,False
5257,False,True
51247,True,False
41243,False,True
8835,True,False
10486,False,True
78712,True,False
27011,False,True
22013,True,False
75021,False,True
9809,True,False
62007,False,True
73906,True,False
62756,False,True
61191,True,False
77569,False,True
52610,True,False
17883,False,True
43645,True,False
37847,False,True
39679,True,False
60381,False,True
50071,True,False
49139,False,True
67359,True,False
34661,False,True
37259,True,False
34177,False,True
52821,True,False
21627,False,True
30638,True,False
74301,False,True
65190,True,False
19608,False,True
9799,True,False
41547,False,True
18592,True,False
79573,False,True
19455,True,False
14397,False,True
3372,True,False
11573,False,True
39446,True,False
54133,False,True
5539,True,False
18435,False,True
65849,True,False
14313,False,True
64003,True,False
41587,False,True
43501,True,False
886,False,True
23311,True,False
28993,False,True
31445,True,False
12064,False,True
64884,True,False
20387,False,True
21900,True,False
54073,False,True
5065,True,False
31296,False,True
46863,True,False
31078,False,True
61100,True,False
10824,False,True
61562,True,False
13804,False,True
27287,True,False
38302,False,True
10936,True,False
47026,False,True
23839,True,False
17454,False,True
3070,True,False
59469,False,True
30333,True,False
37436,False,True
61544,True,False
55402,False,True
73432,True,False
37796,False,True
17495,True,False
19061,False,True
62288,True,False
68532,False,True
51612,True,False
55279,False,True
46745,True,False
19379,False,True
3050,True,False
49040,False,True
66123,True,False
48380,False,True
71075,True,False
45774,False,True
53039,True,False
40163,False,True
8623,True,False
8227,False,True
50494,True,False
30551,False,True
14968,True,False
47418,False,True
33949,True,False
13735,False,True
40770,True,False
75759,False,True
28994,True,False
39885,False,True
46505,True,False
61720,False,True
69552,True,False
5815,False,True
42081,True,False
45707,False,True
71972,True,False
61565,False,True
76372,True,False
61512,False,True
66266,True,False
79752,False,True
20670,True,False
61658,False,True
53995,True,False
23966,False,True
74781,True,False
46570,False,True
33152,True,False
2461,False,True
66060,True,False
56027,False,True
37559,True,False
76158,False,True
68791,True,False
44396,False,True
28155,True,False
42041,False,True
14495,True,False
42407,False,True
81132,True,False
31202,False,True
78442,True,False
42191,False,True
81436,True,False
64195,False,True
19545,True,False
76515,False,True
75500,True,False
15047,False,True
6008,True,False
62393,False,True
10077,True,False
64099,False,True
13744,True,False
49363,False,True
15939,True,False
36891,False,True
76239,True,False
25912,False,True
78778,True,False
18903,False,True
56026,True,False
23472,False,True
66425,True,False
36565,False,True
8485,True,False
24946,False,True
51587,True,False
70470,False,True
69004,True,False
30188,False,True
3062,True,False
25516,False,True
14032,True,False
59636,False,True
45136,True,False
35464,False,True
61504,True,False
71141,False,True
26318,True,False
957,False,True
42767,True,False
32765,False,True
14689,True,False
64354,False,True
23353,True,False
20123,False,True
7222,True,False
36709,False,True
73619,True,False
7932,False,True
58918,True,False
73889,False,True
60202,True,False
32556,False,True
10382,True,False
20927,False,True
61811,True,False
42456,False,True
75108,True,False
45020,False,True
3929,True,False
1218,False,True
3401,True,False
19535,False,True
23344,True,False
26344,False,True
1357,True,False
73281,False,True
28432,True,False
46818,False,True
63354,True,False
60806,False,True
80535,True,False
36525,False,True
3886,True,False
54263,False,True
25470,True,False
48460,False,True
27205,True,False
65248,False,True
25383,True,False
19387,False,True
1323,True,False
22243,False,True
27822,True,False
26139,False,True
20638,True,False
3497,False,True
33218,True,False
2667,False,True
66377,True,False
39450,False,True
61847,True,False
27357,False,True
35084,True,False
22987,False,True
44519,True,False
18484,False,True
39417,True,False
63768,False,True
37235,True,False
20847,False,True
15295,True,False
4819,False,True
66874,True,False
80604,False,True
3614,True,False
25132,False,True
51632,True,False
69546,False,True
50123,True,False
27218,False,True
23890,True,False
24230,False,True
46882,True,False
56120,False,True
61323,True,False
31689,False,True
41029,True,False
61420,False,True
12729,True,False
36821,False,True
139,True,False
31478,False,True
59776,True,False
43919,False,True
47577,True,False
74234,False,True
27188,True,False
38346,False,True
53896,True,False
17141,False,True
63294,True,False
32828,False,True
41176,True,False
23823,False,True
6202,True,False
73690,False,True
10952,True,False
69257,False,True
70738,True,False
2145,False,True
68576,True,False
18779,False,True
42080,True,False
77124,False,True
67970,True,False
46981,False,True
29226,True,False
73319,False,True
17269,True,False
25563,False,True
40379,True,False
43282,False,True
14780,True,False
59198,False,True
79828,True,False
54266,False,True
73501,True,False
158,False,True
31858,True,False
48033,False,True
19315,True,False
15954,False,True
66204,True,False
33184,False,True
31221,True,False
78249,False,True
58686,True,False
75601,False,True
55159,True,False
21249,False,True
328,True,False
42028,False,True
35869,True,False
36569,False,True
39748,True,False
3382,False,True
75217,True,False
36305,False,True
17355,True,False
28677,False,True
16448,True,False
14881,False,True
77696,True,False
54249,False,True
21322,True,False
44306,False,True
30865,True,False
44510,False,True
56977,True,False
249,False,True
77642,True,False
66430,False,True
31325,True,False
39002,False,True
79422,True,False
57335,False,True
12517,True,False
78323,False,True
74535,True,False
68843,False,True
20398,True,False
50226,False,True
25838,True,False
43446,False,True
75546,True,False
33106,False,True
45121,True,False
68808,False,True
38541,True,False
56776,False,True
36732,True,False
76412,False,True
10470,True,False
67851,False,True
1102,True,False
1361,False,True
74404,True,False
63703,False,True
7707,True,False
48554,False,True
22142,True,False
4185,False,True
30504,True,False
31537,False,True
29298,True,False
68406,False,True
54044,True,False
72743,False,True
29264,True,False
43240,False,True
31601,True,False
55298,False,True
7540,True,False
45451,False,True
77245,True,False
77333,False,True
51879,True,False
10756,False,True
5062,True,False
7743,False,True
26355,True,False
2474,False,True
74910,True,False
5365,False,True
75182,True,False
26729,False,True
554,True,False
63793,False,True
67835,True,False
55446,False,True
81066,True,False
58078,False,True
3581,True,False
39717,False,True
23396,True,False
79671,False,True
29247,True,False
72143,False,True
38326,True,False
31997,False,True
21181,True,False
47636,False,True
55759,True,False
482,False,True
31233,True,False
73555,False,True
23593,True,False
2039,False,True
59167,True,False
33647,False,True
29228,True,False
19921,False,True
6835,True,False
31441,False,True
61627,True,False
51652,False,True
17838,True,False
27077,False,True
2811,True,False
72204,False,True
17820,True,False
38221,False,True
13100,True,False
5486,False,True
30182,True,False
69075,False,True
26175,True,False
60089,False,True
24856,True,False
61111,False,True
75327,True,False
2064,False,True
53859,True,False
33873,False,True
7837,True,False
51406,False,True
47083,True,False
9965,False,True
2025,True,False
3299,False,True
51472,True,False
46301,False,True
72864,True,False
42085,False,True
69267,True,False
71398,False,True
35963,True,False
81396,False,True
32333,True,False
16833,False,True
25436,True,False
35890,False,True
14985,True,False
29662,False,True
61385,True,False
11602,False,True
10663,True,False
43771,False,True
56170,True,False
45204,False,True
73083,True,False
6086,False,True
5204,True,False
8118,False,True
16234,True,False
59917,False,True
65848,True,False
36348,False,True
25009,True,False
50932,False,True
12466,True,False
78706,False,True
13608,True,False
13361,False,True
19453,True,False
8578,False,True
67140,True,False
75188,False,True
56446,True,False
40003,False,True
58198,True,False
16034,False,True
37735,True,False
68771,False,True
67951,True,False
25423,False,True
12029,True,False
40160,False,True
61668,True,False
24274,False,True
13664,True,False
57110,False,True
6028,True,False
24019,False,True
78025,True,False
40955,False,True
1448,True,False
80393,False,True
3403,True,False
1702,False,True
11135,True,False
74671,False,True
40071,True,False
22496,False,True
8459,True,False
79023,False,True
206,True,False
8691,False,True
52186,True,False
16821,False,True
76651,True,False
4898,False,True
73105,True,False
53465,False,True
50721,True,False
9283,False,True
73310,True,False
71334,False,True
27686,True,False
17828,False,True
61082,True,False
25101,False,True
47685,True,False
36921,False,True
36189,True,False
54764,False,True
69165,True,False
31614,False,True
28820,True,False
3546,False,True
47048,True,False
17826,False,True
17845,True,False
22480,False,True
38929,True,False
35768,False,True
29083,True,False
17271,False,True
9960,True,False
8084,False,True
39279,True,False
5409,False,True
43526,True,False
34225,False,True
73813,True,False
75157,False,True
71131,True,False
74926,False,True
25640,True,False
38506,False,True
27662,True,False
23280,False,True
54795,True,False
58604,False,True
50784,True,False
78885,False,True
2062,True,False
10507,False,True
39183,True,False
17657,False,True
19283,True,False
919,False,True
13321,True,False
41038,False,True
65793,True,False
47718,False,True
15144,True,False
50056,False,True
57121,True,False
23853,False,True
77163,True,False
12516,False,True
56424,True,False
6868,False,True
39526,True,False
80752,False,True
4339,True,False
26692,False,True
42194,True,False
11922,False,True
18228,True,False
26157,False,True
47071,True,False
14336,False,True
57709,True,False
26516,False,True
11914,True,False
14076,False,True
4372,True,False
71938,False,True
19610,True,False
70886,False,True
24148,True,False
20752,False,True
72288,True,False
40792,False,True
43233,True,False
1310,False,True
33401,True,False
9492,False,True
8353,True,False
23802,False,True
18624,True,False
18991,False,True
33833,True,False
31159,False,True
67889,True,False
21367,False,True
38955,True,False
44802,False,True
81476,True,False
79710,False,True
411,True,False
55598,False,True
66346,True,False
16983,False,True
2904,True,False
18691,False,True
20324,True,False
332,False,True
754,True,False
81411,False,True
52565,True,False
10783,False,True
75196,True,False
31111,False,True
13960,True,False
80279,False,True
19612,True,False
9972,False,True
41727,True,False
69077,False,True
61089,True,False
63040,False,True
29557,True,False
11796,False,True
66441,True,False
25769,False,True
20371,True,False
44437,False,True
71224,True,False
22853,False,True
13048,True,False
16125,False,True
27772,True,False
74451,False,True
60344,True,False
56757,False,True
41800,True,False
38058,False,True
28752,True,False
18853,False,True
15161,True,False
58488,False,True
15163,True,False
36201,False,True
53476,True,False
12604,False,True
81464,True,False
69973,False,True
35787,True,False
33625,False,True
25031,True,False
81486,False,True
52848,True,False
31160,False,True
70995,True,False
79137,False,True
29279,True,False
61479,False,True
72857,True,False
39754,False,True
54660,True,False
56052,False,True
6208,True,False
46771,False,True
38162,True,False
69322,False,True
71512,True,False
50456,False,True
55823,True,False
1161,False,True
20005,True,False
51937,False,True
65753,True,False
54318,False,True
41174,True,False
64250,False,True
1559,True,False
46526,False,True
32716,True,False
62814,False,True
65444,True,False
79488,False,True
43533,True,False
40051,False,True
48651,True,False
18995,False,True
74691,True,False
29019,False,True
25435,True,False
61597,False,True
26863,True,False
62173,False,True
38030,True,False
2715,False,True
715,True,False
76690,False,True
23535,True,False
31524,False,True
32435,True,False
66308,False,True
17330,True,False
11207,False,True
72982,True,False
4491,False,True
8064,True,False
26790,False,True
39370,True,False
27748,False,True
49303,True,False
2430,False,True
52361,True,False
16332,False,True
74382,True,False
53713,False,True
20296,True,False
50796,False,True
55801,True,False
76695,False,True
40428,True,False
53470,False,True
50729,True,False
29547,False,True
4780,True,False
58131,False,True
15046,True,False
4612,False,True
15583,True,False
63419,False,True
30683,True,False
63615,False,True
29221,True,False
44377,False,True
22637,True,False
52878,False,True
62793,True,False
29655,False,True
7711,True,False
156,False,True
14108,True,False
41507,False,True
28037,True,False
35563,False,True
31124,True,False
55137,False,True
58994,True,False
18806,False,True
15522,True,False
22334,False,True
6194,True,False
62499,False,True
34992,True,False
34140,False,True
78043,True,False
19956,False,True
22058,True,False
13799,False,True
33569,True,False
48009,False,True
62467,True,False
27713,False,True
72157,True,False
63683,False,True
58814,True,False
62584,False,True
11661,True,False
2020,False,True
61785,True,False
54789,False,True
46103,True,False
10421,False,True
34865,True,False
51016,False,True
67409,True,False
75467,False,True
80294,True,False
10174,False,True
5996,True,False
77980,False,True
47420,True,False
12467,False,True
80702,True,False
76602,False,True
31804,True,False
64557,False,True
2332,True,False
62937,False,True
9229,True,False
28403,False,True
69162,True,False
71934,False,True
30716,True,False
56210,False,True
73003,True,False
78528,False,True
34537,True,False
31153,False,True
18769,True,False
32607,False,True
63867,True,False
13101,False,True
64546,True,False
80192,False,True
29229,True,False
22329,False,True
21002,True,False
41374,False,True
5287,True,False
29142,False,True
8816,True,False
45014,False,True
59631,True,False
73303,False,True
59560,True,False
40655,False,True
20303,True,False
2013,False,True
71575,True,False
47924,False,True
63275,True,False
57929,False,True
68016,True,False
32489,False,True
15226,True,False
22205,False,True
35804,True,False
29581,False,True
24379,True,False
33112,False,True
74313,True,False
31022,False,True
1489,True,False
50455,False,True
28824,True,False
57325,False,True
50019,True,False
35929,False,True
68992,True,False
53908,False,True
21930,True,False
8002,False,True
31559,True,False
46978,False,True
14213,True,False
13649,False,True
74174,True,False
22015,False,True
5748,True,False
30483,False,True
29341,True,False
54016,False,True
53398,True,False
13069,False,True
53408,True,False
27117,False,True
