playerID,birthdate,weight,height,bats,throws
alberan01,1985-10-06,90.7184,1.8541999999999998,R,L
alberha01,1992-10-17,97.52228,1.8034,R,R
alberjo01,1969-06-29,86.18248,1.8796,R,R
alberma01,1983-01-20,102.0582,1.8541999999999998,L,R
albieoz01,1997-01-07,74.84268,1.7271999999999998,B,R
alcanar01,1991-10-29,77.11064,1.778,B,R
alcanis01,1973-05-06,81.64656,1.8796,R,R
alcanra01,1992-12-04,99.79024,1.9304,R,R
alcansa01,1995-09-07,90.7184,1.9558,R,R
aldremi01,1961-01-29,81.64656,1.8034,L,L
aldresc01,1968-06-12,88.45044,1.9304,L,L
aldrico01,1979-06-13,95.25431999999999,1.8288,L,R
alexado01,1950-09-04,86.18248,1.905,R,R
alexage01,1968-03-26,86.18248,1.8034,R,R
alexama02,1971-03-20,68.0388,1.778,R,R
alexasc01,1989-07-10,88.45044,1.8796,L,L
alexaty01,1994-07-14,90.7184,1.8796,R,L
alfarja01,1977-11-29,83.91452,1.778,R,R
alfarjo01,1993-06-11,104.32616,1.905,R,R
alfoned01,1973-11-08,95.25431999999999,1.8034,R,R
alfonel01,1979-02-07,99.79024,1.8034,R,R
alforan01,1994-07-20,95.25431999999999,1.8541999999999998,R,R
alicelu01,1965-07-29,74.84268,1.7526,B,R
allanan01,1961-12-22,99.79024,1.9558,R,R
allarko01,1997-08-13,88.45044,1.8541999999999998,L,L
allenau01,1994-01-16,99.336648,1.8796,L,R
allenbr01,1986-02-12,104.32616,1.8796,L,R
allench01,1975-02-06,88.45044,1.8541999999999998,R,R
allendu01,1972-08-09,97.52228,1.9304,R,R
allengr01,1993-03-15,83.91452,1.8288,B,R
allenje01,1972-01-11,80.739376,1.8288,R,R
allenlo01,1997-05-23,99.79024,1.905,R,L
allenlu01,1978-08-04,94.347136,1.8796,L,R
allenne01,1958-01-24,83.91452,1.905,R,R
allenro02,1959-10-05,83.91452,1.8541999999999998,R,R
allrebe01,1965-06-04,86.18248,1.8288,L,L
almanca01,1973-11-06,75.296272,1.8796,R,R
almonab01,1989-06-27,101.151016,1.778,B,R
almonbi01,1952-11-21,81.64656,1.905,R,R
almoner01,1978-02-01,111.13004,1.8796,R,R
almonzo01,1989-06-10,92.98636,1.8288,B,R
almoral01,1994-04-16,86.18248,1.8796,R,R
alomaro01,1968-02-05,83.460928,1.8288,B,R
alomasa02,1966-06-18,90.7184,1.9558,R,R
alonspe01,1994-12-07,111.13004,1.905,R,R
alonsyo01,1987-04-08,104.32616,1.8541999999999998,L,R
aloumo01,1966-07-03,83.91452,1.905,R,R
altheaa01,1991-01-14,97.52228,1.9558,R,R
altuvjo01,1990-05-06,75.296272,1.6764,R,R
alvarab01,1982-10-17,86.18248,1.8796,L,L
alvarcl01,1968-05-18,81.64656,1.8034,R,R
alvarda02,1988-11-07,81.64656,1.8796,R,R
alvarga01,1974-03-06,83.91452,1.8541999999999998,R,R
alvarhe01,1990-04-18,92.98636,1.8288,R,R
alvarjo02,1989-05-06,88.45044,1.8034,L,L
alvarjo03,1995-05-21,108.86207999999999,1.8288,L,L
alvarpe01,1987-02-06,113.398,1.905,L,R
alvarta01,1971-11-25,111.13004,1.905,R,R
alvarto01,1979-05-10,90.7184,1.8541999999999998,R,R
alvarvi01,1976-11-08,68.0388,1.778,L,L
alvarwi01,1970-03-24,79.3786,1.8541999999999998,L,L
alvaryo01,1997-06-27,102.0582,1.9558,L,R
alzolad01,1995-03-01,94.347136,1.8541999999999998,R,R
amarari01,1962-04-01,79.3786,1.8288,R,R
amarial01,1989-04-06,72.57472,1.6764,L,R
amaroru02,1965-02-12,77.11064,1.778,B,R
ambrech01,1979-12-19,86.18248,1.8541999999999998,R,R
amelued01,1959-04-13,81.64656,1.8034,L,L
amezaal01,1978-01-16,74.84268,1.8034,B,R
anderal02,1964-01-07,80.739376,1.8034,L,L
anderbr01,1964-01-18,77.11064,1.8541999999999998,L,L
anderbr02,1972-04-26,86.18248,1.8541999999999998,B,L
anderbr03,1982-03-11,99.79024,1.8796,R,R
anderbr04,1988-02-01,104.32616,1.9304,L,L
anderbr05,1986-12-16,90.7184,1.8541999999999998,L,R
anderbr06,1993-05-19,94.347136,1.905,R,R
anderch01,1987-11-30,95.25431999999999,1.8541999999999998,R,R
anderco01,1990-09-14,108.86207999999999,1.9304,R,R
anderda02,1960-08-01,83.91452,1.8796,R,R
anderdr01,1981-06-09,88.45044,1.8796,L,R
anderdr02,1994-03-22,92.98636,1.905,R,R
anderga01,1972-06-30,86.18248,1.905,L,L
anderji02,1976-01-22,88.45044,1.8541999999999998,L,L
anderjo03,1982-08-10,88.45044,1.8796,L,R
anderke01,1963-08-12,81.64656,1.8541999999999998,R,R
anderla03,1987-09-25,97.52228,1.9304,L,L
anderma02,1974-01-06,86.18248,1.778,L,R
anderri02,1956-11-29,79.3786,1.8288,R,R
andersc01,1962-08-01,86.18248,1.9811999999999999,R,R
andersh01,1994-10-29,103.418976,1.9304,R,R
anderta01,1993-05-27,92.079176,1.8796,R,R
anderti01,1993-06-23,83.91452,1.8541999999999998,R,R
anderty01,1989-12-30,96.615096,1.8796,L,L
andinro01,1984-04-25,83.91452,1.8034,R,R
andrecl01,1978-05-15,79.3786,1.8288,R,L
andrejo03,1990-06-09,98.883056,1.8541999999999998,R,R
andresh01,1971-08-28,97.52228,1.8541999999999998,R,R
andrima01,1989-08-28,97.52228,1.8796,R,R
andruel01,1988-08-26,95.25431999999999,1.8288,R,R
andujjo01,1952-12-21,77.11064,1.8288,B,R
andujlu01,1972-11-22,79.3786,1.8796,R,R
andujmi01,1995-03-02,95.707912,1.8288,R,R
anglema01,1985-09-10,83.91452,1.7526,L,R
ankieri01,1979-07-19,95.25431999999999,1.8541999999999998,L,L
annade01,1986-11-24,81.64656,1.8034,L,R
anthoer01,1967-11-08,88.45044,1.8796,L,L
antonma01,1985-04-08,88.45044,1.8541999999999998,R,R
aokino01,1982-01-05,81.64656,1.7526,L,R
appieke01,1967-12-06,81.64656,1.8796,R,R
aquinar01,1994-04-22,99.79024,1.9304,R,R
aquinja01,1992-11-22,102.0582,1.8541999999999998,L,L
aquinlu01,1964-05-19,70.30676,1.8288,R,R
archech01,1988-09-26,88.45044,1.8796,R,R
arciafr01,1989-09-14,90.7184,1.8034,L,R
arciaor01,1994-08-04,84.821704,1.8288,R,R
arciaos01,1991-05-09,102.0582,1.8288,L,R
ardoida01,1974-07-08,92.98636,1.8288,R,R
arenano01,1991-04-16,97.52228,1.8796,R,R
arencjp01,1986-01-05,95.25431999999999,1.8541999999999998,R,R
ariasal01,1967-11-20,83.91452,1.905,R,R
ariasal02,1983-10-14,70.30676,1.8034,R,R
ariasge01,1972-03-12,86.18248,1.8034,R,R
ariasjo01,1984-09-21,83.91452,1.8541999999999998,R,R
armasma01,1969-08-05,86.18248,1.9558,R,R
armasto01,1953-07-02,82.553744,1.8034,R,R
armasto02,1978-04-29,92.98636,1.9304,R,R
armenro01,1994-06-30,110.222856,1.8541999999999998,R,R
armstja01,1965-03-07,99.79024,1.9558,R,R
armstmi01,1954-03-07,87.543256,1.905,R,R
arndtla01,1963-02-25,88.45044,1.8541999999999998,R,R
arnolja01,1974-03-24,86.18248,1.8796,R,R
arnsbbr01,1963-08-20,92.98636,1.9304,R,R
arochre01,1964-02-24,81.64656,1.8288,R,R
arozara01,1995-02-28,83.91452,1.8034,R,R
arraelu01,1997-04-09,79.3786,1.778,L,R
arrieja01,1986-03-06,104.32616,1.9304,R,R
arrojro01,1965-07-18,97.52228,1.9304,R,R
arroybr01,1977-02-24,83.91452,1.905,R,R
arroych01,1995-05-30,95.25431999999999,1.8541999999999998,R,R
arrueer01,1990-03-25,104.32616,1.8541999999999998,R,R
arteahu01,1994-01-23,72.57472,1.8541999999999998,R,R
asadora01,1962-10-20,83.91452,1.8541999999999998,R,R
ascheco01,1990-06-30,92.98636,1.8541999999999998,L,R
asencmi01,1980-09-29,86.18248,1.8796,R,R
ashbyal01,1951-07-08,83.91452,1.8796,B,R
ashbyan01,1967-07-11,81.64656,1.8541999999999998,R,R
asheral01,1991-10-04,108.86207999999999,1.9304,R,R
ashlebi01,1970-07-11,99.79024,2.0065999999999997,R,R
ashlene01,1984-08-14,111.13004,1.8541999999999998,R,R
assenpa01,1960-12-10,88.45044,1.905,L,L
astacez01,1979-11-04,90.7184,1.905,R,R
astacpe01,1968-11-28,78.925008,1.8796,R,R
astudwi01,1991-10-14,102.0582,1.7526,R,R
asuajca01,1991-11-02,72.57472,1.7271999999999998,L,R
atchisc01,1976-03-29,90.7184,1.8796,R,R
atilalu01,1985-05-10,99.79024,1.8796,R,R
atkinga01,1979-12-12,86.18248,1.8796,R,R
atkinmi01,1985-10-01,102.0582,1.9304,R,R
aubremi01,1982-04-15,86.18248,1.8288,L,L
auderi01,1971-07-13,81.64656,1.9558,R,R
augenbr01,1986-07-11,104.32616,1.9811999999999999,R,R
augusdo01,1963-07-03,86.18248,1.905,R,R
aumonph01,1989-01-07,120.20188,2.0065999999999997,L,R
aurilri01,1971-09-02,77.11064,1.8288,R,R
ausmubr01,1969-04-14,86.18248,1.8034,R,R
austije01,1976-10-19,83.91452,1.8288,R,R
austity01,1991-09-06,99.79024,1.8796,R,R
aveliab01,1995-02-14,95.25431999999999,1.8288,R,R
avenbr01,1972-03-04,81.64656,1.7526,R,R
averyst01,1970-04-14,81.64656,1.9304,L,L
averyxa01,1990-01-01,86.18248,1.8288,L,L
avilaal01,1987-01-29,95.25431999999999,1.8034,L,R
avilape01,1997-01-14,95.25431999999999,1.8034,R,R
avilemi01,1981-03-13,92.98636,1.778,R,R
axelrdy01,1985-07-30,88.45044,1.778,R,R
axforjo01,1983-04-01,106.140528,1.9558,R,R
ayalabo01,1969-07-08,86.18248,1.8796,R,R
aybarer01,1984-01-14,88.45044,1.778,B,R
aybarma01,1972-05-04,74.84268,1.8541999999999998,R,R
aybarwi01,1983-03-09,92.98636,1.8034,B,R
azocaos01,1965-02-21,77.11064,1.8541999999999998,L,L
backebr01,1978-04-05,82.553744,1.8288,R,R
backmwa01,1959-09-22,72.57472,1.7526,B,R
bacsimi02,1977-11-11,102.0582,1.8796,L,L
badenbu01,1983-02-08,92.98636,1.9558,R,R
baderha01,1994-06-03,95.25431999999999,1.8288,R,R
baekch01,1980-05-29,86.18248,1.9304,R,R
baergca01,1968-11-04,74.84268,1.8034,B,R
baezda01,1977-09-10,102.0582,1.905,R,R
baezja01,1992-12-01,86.18248,1.8288,R,R
baezke01,1967-01-10,72.57472,1.8288,R,R
baezmi01,1996-01-21,99.79024,2.032,R,R
bagweje01,1968-05-27,88.45044,1.8288,R,R
baileho02,1986-05-03,101.151016,1.9304,R,R
baileje01,1978-11-19,90.7184,1.8796,R,R
bailema01,1961-11-04,88.45044,1.9558,B,R
bailero01,1970-10-03,81.64656,1.8541999999999998,R,R
bailesc01,1961-12-18,77.11064,1.8796,L,L
baineha01,1959-03-15,79.3786,1.8796,L,L
baislje01,1982-12-19,102.0582,1.905,R,R
bakerdo01,1961-04-03,74.84268,1.7526,B,R
bakerdu01,1949-06-15,83.007336,1.8796,R,R
bakerje03,1981-06-21,99.79024,1.8796,R,R
bakerjo01,1981-01-20,97.52228,1.8541999999999998,L,R
bakersc02,1981-09-19,97.52228,1.9304,R,R
bakopa01,1972-06-20,92.98636,1.8796,L,R
balbost01,1957-01-16,102.0582,1.905,R,R
baldero01,1981-09-25,86.18248,1.9304,R,R
baldwja01,1971-07-15,95.25431999999999,1.905,R,R
balejo01,1974-05-22,95.25431999999999,1.9304,L,L
balenwl01,1984-07-02,99.79024,1.8796,R,R
balesco01,1986-06-06,86.18248,1.9304,R,R
balfogr01,1977-12-30,90.7184,1.8796,R,R
ballaje01,1963-08-13,88.45044,1.905,L,L
ballje01,1969-04-17,83.91452,1.778,R,R
bandaan01,1993-08-10,102.0582,1.8796,L,L
bandoch01,1956-02-04,88.45044,1.8288,B,R
bandyje01,1990-03-26,106.59412,1.9304,R,R
banisje01,1964-01-15,90.7184,1.8796,R,R
bankhsc01,1963-07-31,79.3786,1.778,R,R
banksbr01,1970-09-28,90.7184,1.905,B,R
banksjo01,1982-07-18,97.52228,1.905,R,R
bankswe01,1983-11-23,97.52228,1.9304,R,R
bankswi01,1969-02-27,86.18248,1.8541999999999998,R,R
bannibr01,1981-02-28,91.625584,1.8796,R,R
bannifl01,1955-06-10,86.18248,1.8541999999999998,L,L
bantzbr01,1987-01-07,92.98636,1.8541999999999998,R,R
banuema01,1991-03-13,97.52228,1.778,R,L
barajro01,1975-09-05,113.398,1.8796,R,R
barbebr01,1967-08-16,83.91452,1.8034,B,R
barbebr02,1973-03-04,79.3786,1.8541999999999998,R,R
barcelo01,1977-08-10,104.32616,1.9304,R,R
bardda01,1985-06-25,89.357624,1.9304,R,R
bardebr01,1981-04-02,86.18248,1.8034,R,R
bardjo01,1978-03-30,102.0582,1.905,B,R
bardlu01,1990-11-13,90.7184,1.905,R,R
barfije01,1959-10-29,90.7184,1.8541999999999998,R,R
barfijo01,1964-10-15,88.45044,1.8541999999999998,L,L
barfijo02,1982-12-17,86.18248,1.8288,R,R
barkean01,1974-09-05,92.98636,1.8541999999999998,L,L
barkegl01,1971-05-10,81.64656,1.778,B,R
barkeke01,1975-07-26,88.45044,1.8796,L,L
barkele01,1955-07-07,102.0582,1.9558,R,R
barmecl01,1979-03-06,90.7184,1.8541999999999998,R,R
barneau01,1989-12-28,84.821704,1.778,R,R
barnebr01,1967-03-25,77.11064,1.7526,L,L
barnebr02,1986-05-15,95.25431999999999,1.8796,R,R
barneda01,1985-11-08,81.64656,1.778,R,R
barneja01,1990-04-14,104.779752,1.8796,R,R
barnejo01,1976-04-24,92.98636,1.8796,R,R
barnela01,1974-07-23,88.45044,1.8541999999999998,L,L
barnema01,1990-06-17,94.347136,1.9304,R,R
barnesk01,1957-03-03,79.3786,1.8034,R,R
barnhtu01,1991-01-07,87.089664,1.8034,B,R
barnwch01,1979-03-01,81.64656,1.778,R,R
baronda01,1983-04-24,83.91452,1.8796,R,R
baronst01,1990-12-07,92.98636,1.8288,R,R
barrefr02,1996-02-27,94.347136,1.778,R,R
barrema02,1958-06-23,79.3786,1.778,R,R
barremi01,1976-10-22,83.91452,1.905,R,R
barreto01,1960-04-02,71.213944,1.7526,B,R
barrija01,1996-07-18,95.25431999999999,1.8541999999999998,R,R
barroto01,1966-08-17,83.91452,1.8288,R,R
barryje01,1969-09-22,86.18248,1.8541999999999998,B,R
barryke01,1978-08-18,106.59412,1.8796,R,R
barteki01,1972-07-21,79.3786,1.8288,B,R
barthji01,1984-01-06,92.98636,1.9558,R,R
bartlja01,1979-10-30,86.18248,1.8288,R,R
bartobr01,1982-04-25,86.18248,1.905,R,R
bartoda02,1985-08-16,97.52228,1.8288,L,R
bassan01,1987-11-01,90.7184,1.8796,R,R
bassbr01,1982-01-06,97.52228,1.8796,R,R
bassich01,1989-02-22,98.429464,1.9558,R,R
basske01,1959-05-12,83.007336,1.8288,B,R
bastaan01,1985-09-21,91.625584,1.8034,R,L
batesaa01,1984-03-10,104.32616,1.9304,R,R
batesbi01,1963-12-07,70.30676,1.7018,L,R
batesja01,1971-01-05,77.11064,1.8034,B,R
bathebi01,1960-10-14,90.7184,1.8796,R,R
batiske01,1966-10-21,80.739376,1.8796,R,R
batiski01,1968-03-15,79.3786,1.8288,R,R
batismi01,1971-02-19,95.25431999999999,1.8541999999999998,R,R
batisto01,1973-12-09,81.64656,1.8288,R,R
battlal01,1968-11-29,77.11064,1.8288,R,R
battlho01,1972-03-25,95.25431999999999,1.8288,R,R
bauerja01,1995-10-06,88.45044,1.8541999999999998,L,L
bauerri01,1977-01-10,97.52228,1.9811999999999999,R,R
bauertr01,1991-01-17,92.98636,1.8541999999999998,R,R
baughju01,1974-08-01,79.3786,1.8034,R,R
bautida01,1972-05-24,77.11064,1.8034,R,R
bautide01,1980-08-23,86.18248,1.9558,R,R
bautige01,1995-05-31,88.45044,1.905,R,R
bautijo01,1964-07-25,80.28578399999999,1.8541999999999998,R,R
bautijo02,1980-10-19,92.98636,1.8288,R,R
bautira01,1993-03-08,87.996848,1.8796,R,R
baxtemi01,1984-12-07,92.98636,1.8288,L,R
bayja01,1978-09-20,95.25431999999999,1.8796,R,R
baylodo01,1949-06-28,86.18248,1.8541999999999998,R,R
bazaryo01,1984-07-11,104.32616,1.8796,R,R
beachbr01,1986-09-03,99.79024,1.8796,R,R
beamotr01,1974-02-11,88.45044,1.905,L,R
beanbi01,1964-05-11,83.91452,1.8288,L,L
beanebi01,1962-03-29,88.45044,1.9304,R,R
beardda01,1959-10-02,86.18248,1.9558,L,R
bearske01,1965-11-07,88.45044,1.8796,L,L
beattbl01,1964-04-25,83.91452,1.8796,L,L
beattji01,1954-07-04,95.25431999999999,1.9558,R,R
beatyma01,1993-04-28,97.52228,1.8288,L,R
beavabl01,1989-01-17,115.66596,2.0065999999999997,R,R
beckch02,1990-09-04,104.32616,1.905,R,R
beckejo02,1980-05-15,104.32616,1.9558,R,R
beckeri01,1972-02-01,81.64656,1.778,L,L
beckhgo01,1986-09-16,85.275296,1.8288,R,R
beckhti01,1990-01-27,92.98636,1.8541999999999998,R,R
bedarer01,1979-03-05,88.45044,1.8541999999999998,L,L
bedroca01,1991-10-02,102.0582,1.8541999999999998,R,R
beechma01,1972-01-20,86.18248,1.8796,L,L
beedety01,1993-05-23,97.975872,1.8796,R,R
beeksja01,1993-07-10,90.7184,1.8034,L,L
beeleda01,1989-06-12,102.0582,1.9558,R,R
beimejo01,1977-04-19,92.98636,1.905,L,L
beirnke01,1974-01-01,95.25431999999999,1.9304,L,R
belchke01,1967-08-08,77.11064,1.8288,R,R
belchti01,1961-10-19,95.25431999999999,1.905,R,R
belisma01,1980-06-06,104.32616,1.905,R,R
belkti01,1970-04-06,90.7184,1.905,R,R
bellbu01,1951-08-27,81.64656,1.8541999999999998,R,R
bellch02,1989-02-28,90.7184,1.905,R,L
bellda01,1972-09-14,77.11064,1.778,R,R
bellde01,1968-12-11,90.7184,1.8796,R,R
belleal01,1966-08-25,86.18248,1.8541999999999998,R,R
beller01,1963-10-27,80.739376,1.8288,L,L
bellge02,1959-10-21,86.18248,1.8541999999999998,R,R
bellhma01,1974-08-23,88.45044,1.8541999999999998,B,R
bellicl01,1968-11-18,88.45044,1.905,R,R
bellico01,1995-07-13,92.079176,1.9304,L,L
bellira01,1961-10-24,72.57472,1.6764,R,R
belliro01,1975-04-07,95.25431999999999,1.7526,R,R
bellja01,1965-12-11,81.64656,1.8541999999999998,R,R
belljo01,1986-11-13,104.32616,1.8796,B,R
belljo02,1992-08-14,113.398,1.9304,B,R
bellju01,1968-03-29,78.017824,1.8034,B,R
bellmi01,1968-04-22,79.3786,1.8541999999999998,L,L
bellmi02,1974-12-07,88.45044,1.8796,R,R
belloed01,1982-02-21,108.86207999999999,1.778,R,R
bellro01,1977-01-17,102.0582,1.9558,R,R
belltr01,1986-10-12,92.98636,1.8796,L,R
belnovi01,1988-03-11,92.98636,1.8034,L,R
belowdu01,1985-11-15,95.25431999999999,1.905,L,L
beltbr01,1988-04-20,104.779752,1.905,L,L
beltrad01,1979-04-07,99.79024,1.8034,R,R
beltrca01,1977-04-24,97.52228,1.8541999999999998,B,R
beltren01,1989-11-01,81.64656,1.8796,L,L
beltres01,1967-12-26,70.30676,1.778,R,R
beltrom01,1981-08-24,104.32616,1.905,R,R
beltrri01,1969-11-13,83.91452,1.8034,L,L
bemboan01,1990-01-18,90.7184,1.8796,L,R
benarma01,1971-01-20,81.64656,1.778,L,L
benavfr01,1966-04-07,81.64656,1.8796,R,R
benedbr01,1955-08-18,79.3786,1.8541999999999998,R,R
benesal01,1972-01-21,97.52228,1.9558,R,R
benesan01,1967-08-20,106.59412,1.9811999999999999,R,R
beninan01,1994-07-06,81.64656,1.7526,L,L
beniqju01,1950-05-13,68.0388,1.8034,R,R
benitya01,1972-10-05,88.45044,1.8796,R,R
benjami01,1965-11-22,88.45044,1.905,R,R
bennega01,1972-04-17,86.18248,1.8288,R,R
benneje01,1980-06-10,90.7184,1.905,R,R
bennejo02,1970-01-31,72.57472,1.8541999999999998,R,R
bennesh01,1972-04-10,90.7184,1.9558,R,R
benoijo01,1977-07-26,113.398,1.9304,R,R
bensojo01,1988-03-05,92.98636,1.8541999999999998,R,R
bensokr01,1974-11-07,86.18248,1.9304,R,R
benzito01,1963-02-11,83.91452,1.8541999999999998,B,R
berblje01,1970-11-19,86.18248,1.8288,R,R
bereja01,1971-05-26,83.91452,1.905,R,R
berenbr01,1954-08-21,92.98636,1.905,R,R
berenju01,1954-11-30,84.368112,1.8034,R,R
beresja01,1989-01-19,77.11064,1.8541999999999998,L,R
bergda01,1970-09-03,83.91452,1.8034,R,R
bergebr01,1975-02-21,92.98636,1.8034,R,R
bergebr02,1985-09-25,95.25431999999999,1.8796,L,R
bergepe01,1977-11-09,83.91452,1.8796,L,R
bergmch01,1988-05-04,88.45044,1.8541999999999998,R,R
bergmda01,1953-06-06,83.91452,1.8541999999999998,L,L
bergmja01,1981-09-25,99.79024,1.905,R,R
bergmse01,1970-04-11,92.98636,1.9304,R,R
bergowi01,1983-02-04,88.45044,1.778,R,R
berkeja01,1983-11-27,95.25431999999999,1.8288,R,R
berkmla01,1976-02-10,99.79024,1.8541999999999998,B,L
bernaro01,1984-06-12,95.25431999999999,1.8796,L,L
bernato01,1956-08-24,68.0388,1.7526,B,R
bernead01,1976-11-28,92.98636,1.9304,R,R
bernido01,1980-06-24,83.91452,1.8541999999999998,R,R
berrada01,1956-12-13,81.64656,1.8288,R,R
berrijo01,1994-05-27,92.98636,1.8288,R,R
berroan01,1978-01-27,88.45044,1.8288,R,R
berroge01,1965-03-18,74.84268,1.8288,R,R
berryda01,1963-12-03,92.98636,1.8288,B,R
berryqu01,1984-11-21,88.45044,1.8541999999999998,L,L
berryse01,1966-03-22,90.7184,1.8034,R,R
bertijo01,1990-01-22,86.18248,1.778,R,R
bertomi01,1970-01-18,83.91452,1.8541999999999998,L,L
betande01,1988-03-23,120.20188,2.032,R,R
betanyu01,1982-01-31,92.98636,1.778,R,R
betemwi01,1981-11-02,99.79024,1.8796,B,R
bethach01,1991-09-02,92.98636,1.905,R,R
bettich01,1989-04-26,91.171992,1.8288,R,R
bettsmo01,1992-10-07,81.64656,1.7526,R,R
beverja01,1973-11-27,99.79024,1.9558,L,R
bevilbr01,1971-09-05,86.18248,1.905,R,R
biagijo01,1990-05-29,106.59412,1.9558,R,R
biancbu01,1960-02-02,72.57472,1.8034,B,R
biancje01,1986-10-05,83.91452,1.8034,R,R
bibenau01,1985-04-29,95.25431999999999,1.8541999999999998,R,R
bichebo01,1998-03-05,83.91452,1.8288,R,R
bicheda01,1963-11-18,97.52228,1.905,R,R
biddlro01,1976-05-21,104.32616,1.905,R,R
biebesh01,1995-05-31,90.7184,1.905,R,R
bielemi01,1959-07-31,88.45044,1.905,R,R
bierbni01,1978-05-16,97.52228,1.9558,L,L
biesest01,1967-08-04,77.11064,1.778,L,R
bigbila01,1977-11-04,86.18248,1.9304,L,R
biggica01,1995-04-11,90.7184,1.8796,L,R
biggicr01,1965-12-14,83.91452,1.8034,R,R
bilarda01,1959-05-26,83.91452,1.8288,R,R
billich01,1984-07-29,108.86207999999999,1.8541999999999998,R,R
birdgr01,1992-11-09,99.79024,1.9304,L,R
birkbmi01,1961-03-10,86.18248,1.8541999999999998,R,R
birkiku01,1980-08-11,85.275296,1.8796,L,L
birtsti01,1960-09-05,108.86207999999999,2.0065999999999997,L,L
bishobr01,1993-08-22,80.739376,1.8541999999999998,R,R
bittije01,1962-04-13,79.3786,1.778,R,R
bixlebr01,1982-10-22,88.45044,1.8541999999999998,R,R
blachty01,1990-10-20,97.52228,1.8541999999999998,R,L
blackbu02,1957-06-30,81.64656,1.8796,L,L
blackch02,1986-07-01,100.243832,1.905,L,L
blackni01,1982-02-24,108.86207999999999,1.9304,R,R
blackpa01,1993-12-04,88.904032,1.8541999999999998,R,R
blacktr01,1982-11-04,86.18248,1.905,L,L
blairaa01,1992-05-26,99.79024,1.9304,R,R
blairca01,1989-10-18,95.25431999999999,1.8796,R,R
blairwi01,1965-12-18,83.91452,1.8541999999999998,R,R
blakeca01,1973-08-23,92.98636,1.8796,R,R
blaloha01,1980-11-21,87.089664,1.8541999999999998,L,R
blancan01,1984-04-11,87.089664,1.778,B,R
blancgr01,1983-12-24,84.821704,1.778,L,L
blanche01,1971-08-29,99.79024,1.8034,R,R
blancto01,1981-11-10,90.7184,1.8796,R,R
blandal01,1992-11-06,86.18248,1.8288,R,R
blankke01,1963-01-26,81.64656,1.8288,R,R
blankky01,1986-09-11,120.20188,1.9811999999999999,R,R
blankla02,1963-12-06,86.18248,1.8288,R,R
blankma01,1976-04-05,90.7184,1.8796,L,L
blantjo01,1980-12-11,102.0582,1.905,R,R
blashja01,1989-07-04,106.59412,1.9558,R,R
